source,target
1155,1314
1156,1600
1157,1815
1158,1833
1158,1197
1159,1505
1159,1684
1161,1300
1161,1298
1161,1286
1162,1986
1162,1398
1162,1191
1163,1556
1163,1345
1167,2019
1168,1497
1168,1907
1169,1916
1170,1341
1170,1812
1170,1882
1171,1678
1171,1488
1173,1905
1173,2072
1174,1489
1174,1876
1175,1623
1176,1672
1176,2020
1177,1253
1179,1643
1180,1821
1181,1342
1181,2064
1181,2047
1181,1621
1182,1799
1183,1523
1183,1983
1183,1394
1184,1392
1185,2029
1189,1576
1191,1499
1193,1853
1194,1208
1195,1949
1196,1958
1196,1437
1196,1542
1197,1918
1198,1376
1198,1825
1199,1470
1199,1762
1201,1940
1202,2003
1203,1578
1203,1565
1204,1885
1204,1681
1204,1303
1205,1313
1206,1245
1209,1484
1211,1435
1212,1753
1212,1531
1214,1610
1214,1301
1214,1815
1214,1726
1215,1369
1215,1402
1216,1850
1216,1223
1217,1859
1217,1615
1217,1659
1218,1651
1218,1287
1218,1407
1219,1254
1222,1673
1223,1337
1223,1710
1223,1991
1225,2048
1225,1334
1226,1881
1226,1912
1228,1883
1228,2052
1229,1777
1230,1940
1233,1323
1234,1320
1235,1289
1235,1897
1235,1498
1236,1905
1237,1786
1237,1730
1238,1357
1239,1717
1239,1338
1239,1452
1240,1268
1241,1397
1242,1755
1242,1320
1243,1506
1243,1614
1244,1245
1244,1835
1246,1336
1246,1315
1247,1821
1247,1699
1247,1398
1248,1260
1248,1478
1249,1267
1250,1829
1250,1895
1251,1997
1254,1973
1254,1993
1255,1552
1255,1625
1255,1722
1255,1627
1256,1926
1256,1645
1256,1769
1258,1782
1258,1998
1259,1351
1259,1658
1259,1373
1261,1460
1262,1322
1262,1473
1263,1900
1263,1277
1263,1981
1263,1595
1264,1470
1265,1888
1266,1854
1267,1540
1268,1788
1269,1375
1270,1986
1271,2020
1271,1532
1272,1528
1272,1474
1275,1391
1278,1964
1278,2033
1279,2056
1280,1631
1284,1364
1286,1823
1288,1289
1289,1688
1289,1784
1290,1415
1290,1809
1290,1954
1291,1703
1291,1678
1291,1544
1292,1416
1293,1989
1293,1471
1293,1864
1293,1621
1294,1978
1294,1640
1295,1639
1295,2030
1295,1426
1296,1703
1297,1882
1298,1731
1298,1643
1300,1555
1300,1793
1300,1715
1304,2032
1304,1888
1305,1739
1306,1741
1306,1671
1306,1762
1308,1733
1309,1846
1311,1858
1312,1684
1312,1459
1314,1973
1314,1962
1315,1745
1316,1997
1317,1734
1320,1972
1322,1856
1324,1771
1325,1456
1325,1888
1326,1655
1327,1910
1327,1407
1329,1469
1329,1864
1330,1479
1330,1600
1331,1797
1331,1474
1331,1549
1332,1551
1332,1960
1334,1636
1334,1584
1336,1837
1336,1666
1336,1783
1339,1698
1340,1846
1340,1352
1341,1832
1341,1974
1341,1581
1342,1685
1342,1401
1344,1898
1345,2022
1347,1863
1347,1472
1348,1350
1349,1677
1349,1688
1349,1658
1352,1520
1354,1854
1354,1416
1356,1813
1356,2067
1357,1591
1359,1438
1360,1951
1360,1769
1361,1616
1362,1917
1362,1823
1362,2001
1363,1564
1363,1913
1363,1765
1364,1930
1364,1940
1364,1822
1366,1648
1366,1858
1368,1949
1372,1551
1372,1453
1373,2014
1374,2006
1375,1771
1375,1593
1375,1711
1377,1739
1378,2005
1381,1837
1381,2056
1381,1752
1382,1789
1383,1941
1383,2043
1383,1572
1384,1460
1384,1572
1385,1386
1385,1936
1385,2046
1386,1392
1387,1919
1392,1786
1393,1443
1393,2055
1395,1847
1395,1453
1396,1642
1396,2044
1398,1439
1400,1736
1400,1925
1404,1984
1405,1457
1405,2025
1407,1817
1407,1538
1408,1545
1408,1416
1409,1988
1410,1414
1410,1941
1410,1679
1410,1585
1411,1688
1411,1846
1412,1867
1414,1638
1416,1669
1417,2023
1417,1932
1417,1865
1418,2015
1418,1798
1418,1446
1418,1543
1419,1583
1419,1717
1420,1527
1420,1594
1421,1475
1422,1938
1422,1878
1423,1596
1423,1750
1426,1858
1426,2051
1428,1658
1430,1940
1431,1836
1431,1796
1431,2041
1432,1849
1433,2058
1434,1743
1434,2031
1436,1715
1437,1468
1437,1709
1438,2071
1441,1650
1442,1709
1443,1906
1443,1783
1444,1842
1446,2019
1448,1670
1448,1501
1448,2049
1449,1572
1449,1620
1450,1700
1451,1790
1452,1551
1453,1627
1455,1901
1456,1571
1456,1979
1457,1932
1458,1834
1463,1655
1464,1659
1464,2032
1465,1541
1466,1864
1468,1634
1468,1953
1469,1821
1469,1894
1470,1686
1471,1529
1471,1874
1471,1978
1472,1478
1474,1849
1474,1865
1476,1798
1478,1572
1478,1763
1480,1543
1480,1731
1483,1872
1484,1784
1485,1900
1485,1598
1485,1910
1487,1996
1488,1981
1488,1861
1489,1666
1489,1899
1491,1600
1493,1729
1493,1518
1493,2038
1496,1511
1497,1770
1497,1843
1497,1918
1497,1814
1497,1640
1500,2060
1501,1665
1501,1687
1502,1538
1504,1596
1505,1971
1506,1583
1508,1820
1509,1906
1510,1949
1511,1557
1515,1582
1515,1551
1517,1935
1518,2014
1521,1721
1522,1923
1522,1918
1522,1979
1522,1582
1524,1709
1524,1782
1525,1615
1525,1904
1526,1584
1526,1643
1527,1553
1528,1642
1528,1811
1532,2050
1533,1857
1533,1937
1533,1944
1534,2045
1538,1719
1538,1761
1538,1876
1539,1746
1542,1825
1542,1999
1544,1885
1546,1968
1546,1577
1547,1947
1548,1577
1549,1727
1552,2052
1552,1743
1552,1557
1554,1790
1556,1849
1557,2057
1565,1593
1565,1751
1565,1633
1566,1901
1567,1758
1567,1576
1568,1900
1569,1926
1570,1801
1571,1869
1575,2041
1576,1892
1576,1648
1576,1716
1578,1979
1581,1685
1586,1729
1587,1654
1589,1800
1591,1711
1593,1757
1595,1669
1595,1861
1596,1683
1597,2018
1597,1598
1597,1910
1598,1686
1598,1889
1600,1854
1602,2057
1602,1670
1604,1613
1604,1793
1604,1773
1606,1880
1606,2029
1606,1766
1608,1952
1609,1853
1609,1819
1610,1686
1611,1860
1611,1961
1612,2056
1612,1655
1613,2067
1615,1865
1615,1641
1616,2050
1618,1710
1618,1905
1618,1628
1620,1839
1620,1959
1623,1706
1623,1784
1627,1788
1627,1971
1629,1821
1629,1806
1631,2008
1631,1834
1632,1795
1634,1657
1634,1846
1636,1795
1638,2013
1638,1972
1639,2029
1642,2072
1642,1795
1644,1764
1645,1677
1647,1749
1647,1715
1648,1792
1649,1731
1651,1687
1651,1747
1653,1729
1654,1777
1658,1766
1662,1903
1662,1760
1662,1804
1663,1769
1664,1741
1665,1906
1666,2008
1671,1909
1672,2063
1673,1885
1674,1754
1675,1870
1677,1752
1677,1747
1678,2001
1680,1712
1681,1976
1681,1719
1683,1731
1685,1924
1687,2033
1691,1977
1694,1801
1696,1788
1698,1712
1699,1761
1700,1950
1706,1768
1707,2026
1708,2005
1708,1834
1709,1814
1711,1776
1712,1987
1714,1952
1719,2072
1719,2047
1720,1804
1722,1959
1727,1771
1727,1954
1728,2066
1735,1790
1736,2032
1736,1860
1737,1748
1737,1850
1739,2058
1741,1789
1741,1948
1742,1864
1743,1781
1743,1955
1744,2038
1744,1765
1744,1902
1744,1750
1745,2063
1745,1927
1745,1957
1747,1964
1749,1822
1751,1890
1751,1783
1758,1913
1759,1807
1759,1828
1760,1958
1761,1870
1763,1783
1766,2058
1766,1826
1772,1990
1777,1915
1780,1784
1784,1816
1786,1803
1792,1947
1792,1932
1800,1968
1803,1823
1808,1954
1810,1867
1811,1949
1811,2053
1815,1843
1821,2041
1828,2020
1829,2031
1830,1832
1834,1841
1840,1987
1841,1853
1845,1895
1847,1947
1849,1986
1851,2047
1852,2004
1854,1889
1865,1872
1867,1950
1870,2043
1873,1998
1873,1985
1880,2039
1889,1908
1893,1928
1900,1968
1903,2002
1907,2005
1913,1952
1914,2007
1914,2068
1924,2044
1925,1941
1932,2069
1949,1975
1956,2067
1963,1999
1976,2030
2001,2037
2003,2062
2004,2052
2026,2044
2029,2051
2052,2063
