A,U,W,S,Y,I
1,-0.31427013576684065,0.30806511689931226,1,0,1
1,-0.58823974160365,2.294374447614879,0,-9999,1
0,0.6223687221556637,-1.4835721390692636,1,1,1
1,-1.4985769554648039,-1.0266224744909715,1,0,1
0,0.961596085865308,-0.1190432803599758,1,1,1
1,1.412317878641901,3.5219767007315417,1,1,1
1,-0.7667446257971763,1.154449856021458,0,-9999,1
1,0.5220216455095272,0.538565746958541,1,1,1
0,-1.5506426798230253,-2.364932612842873,1,0,1
1,0.7724076985904873,3.5629462845476674,1,0,1
1,-0.8028843345081574,0.6208019635825731,1,0,1
0,0.07915955648882621,-0.7467642858941791,1,1,1
1,0.2257410438733216,1.8459167614791714,1,1,1
0,0.0965237504041947,-0.43620785977642385,1,1,1
0,0.9001700175971696,-0.3198533194489219,1,1,1
0,1.1517910165260519,0.1131489722630854,1,1,1
0,-0.11876190140047098,-2.249576948249892,1,0,1
0,-1.7735860428177663,-4.040488614761302,1,1,1
1,-0.12239173087899327,1.112533688774521,1,1,1
1,1.1869810415872688,3.213257764002494,1,0,1
1,0.9851724536081536,1.499681347983077,0,-9999,1
0,1.1034430429871895,0.12048195763974412,1,1,1
0,-0.9968843414746071,-0.9732942193297078,1,1,1
1,1.8640523333452235,3.239915915564533,0,-9999,1
1,-0.9974810189662542,-0.6438709846516555,1,0,1
0,0.11093507213787931,-1.3934229729811927,1,1,1
0,-1.7130988140979309,-4.140642458801105,1,0,1
0,-0.7781989832449054,-2.31512092194541,1,0,1
1,0.9607571169130352,2.5922665245325778,0,-9999,1
1,-0.8237795331054211,-0.5516335569167883,1,0,1
1,0.16624041067570625,1.3677290717503534,1,1,1
1,-0.42889055786849223,0.051633843983782235,1,0,1
0,-0.6095477246826881,-1.448766896757463,1,1,1
1,-0.07138241940705639,0.6800444801664973,1,1,1
0,-0.37414045069210133,-2.5803561696038635,1,1,1
0,0.07406827876367736,-1.9421685742103605,1,1,1
1,1.0397421278232413,0.22602419267979545,1,0,1
0,-0.13848231372082323,-1.4576371930461982,1,1,1
0,0.14592414567346879,0.23820642902076794,0,-9999,1
0,-0.3721985818646844,-3.58820270835641,1,1,1
0,-0.993662749111987,-0.2860141939789854,1,0,1
0,-0.9121132029228712,-0.23785851748682008,1,0,1
0,0.4645655163268191,-0.7595276734838451,1,1,1
1,0.7126389395064301,1.377206519815894,1,1,1
1,1.4193361755968772,2.0323887010077324,1,0,1
0,-0.5126220353203351,-0.988398476286667,1,1,1
1,-0.9958988433642131,-0.012439217247210754,1,0,1
0,0.4399149472130763,-1.5189926838433423,1,0,1
1,-1.9699502740550061,-1.9889859301920891,1,0,1
0,-1.318816074980782,-2.5797475499069984,1,0,1
1,0.15152411839031146,2.3206459735388636,1,0,1
0,-0.18977356046302007,0.1256987268214983,0,-9999,1
0,1.3187725223937712,1.30428978967673,1,1,1
1,0.16551365707971172,1.6793918575627695,1,0,1
1,1.8263315177037258,3.792781744712443,0,-9999,1
1,2.3488702172538742,3.6565792812151896,0,-9999,1
1,-0.15009316060924166,1.043870500755954,1,0,1
1,-0.5135659914093078,-0.8970221083731089,1,0,1
0,1.7861897840743775,-0.6723757537736226,1,1,1
0,0.3087653538034002,-0.7821387542605686,1,0,1
1,-0.04802233142301031,1.7509012843561502,0,-9999,1
1,-0.9001723880255509,-0.2958662912362411,1,1,1
1,0.23989499083427962,1.1483712858481043,1,0,1
0,-0.027308657257107107,-0.5512982295801878,1,0,1
0,0.1801772761744273,0.20025287939533437,1,0,1
0,0.5727736855445503,0.48790530684476696,1,0,1
0,0.9390051278640913,0.20993094600369078,1,1,1
1,1.3152351188038167,1.5409567589226616,1,0,1
1,-1.9538670270064862,-0.6517781169640298,1,0,1
1,-0.4932992211164675,1.694343788863351,1,0,1
1,1.398479396374043,3.1746386151843007,1,0,1
1,0.8560392027825422,1.199550112491813,0,-9999,1
0,-0.638185772393268,-2.1239527227051673,1,0,1
1,-0.6956189928151829,-0.734785191154288,1,0,1
1,1.3953204715982888,1.6467776597872401,1,0,1
1,-0.6834781825926273,1.6460565816056074,0,-9999,1
0,0.6292597043654079,-0.4340089689720613,1,1,1
0,-0.08940246819948997,-2.20552449622896,1,1,1
1,0.2564766473840875,0.008899614173314863,1,1,1
1,-0.7270673056323498,-0.6919654715499048,1,0,1
1,0.5789403280616667,2.244163243483138,1,0,1
1,-0.5177991309286515,0.8246230590391156,1,0,1
0,-0.04712083932570511,0.13222194729005354,1,0,1
0,0.42430272326037355,-1.5810202227073133,1,1,1
0,0.4554920661520044,-1.3682023053388748,1,1,1
1,0.13672703209974793,-1.355303564409125,1,1,1
1,-0.034066923307439295,4.113743127773707,0,-9999,1
0,-0.6179367095352339,-0.8593174814529184,1,1,1
0,0.18831935084866536,-0.05600490031871419,1,0,1
1,-0.8491032152799952,0.7312178356787742,1,1,1
0,0.21800483170543247,-1.1424532840306434,1,0,1
0,0.3392536592861823,0.2559753666777272,1,0,1
1,0.14402365238160156,0.0495373674717654,0,-9999,1
1,0.6881042665019572,0.8144697200112954,1,1,1
1,0.7551060843307342,2.4097839678118125,0,-9999,1
1,0.34388714834860296,3.4801647640390367,0,-9999,1
1,0.7049338679152148,4.009297679941454,0,-9999,1
0,0.5073492382147654,-0.8470836517165826,1,1,1
0,0.8392111032378684,1.5056276139170928,1,0,1
1,1.1516337234072807,2.9304545740806924,0,-9999,1
0,-0.6701579065681359,-0.6342038196390164,1,1,1
1,0.24410571190025185,0.6368610402616783,0,-9999,1
1,0.6267477428759097,1.961809628094842,0,-9999,1
1,-1.5197979629466862,-1.3862625217850544,1,0,1
1,-0.23776436208321014,1.1752239436137124,1,0,1
1,1.6111551499710215,1.786021064537582,0,-9999,1
0,1.7768790322410783,-1.2027202043425973,1,1,1
1,-1.8294343932734045,-1.9544102461719617,1,0,1
0,0.06761340459634062,-2.2046930933715125,1,1,1
0,-0.24100697289943013,-1.515741985126158,1,0,1
1,-1.038356417988209,1.0353495858345596,0,-9999,1
1,0.7022213845943427,1.2428875131288586,0,-9999,1
1,-0.36208549860658307,2.3188581899247227,0,-9999,1
0,-0.876262326906341,-1.2090975834557958,1,0,1
1,0.4305543259005537,0.17642403316753175,1,0,1
0,-1.277480124943306,-0.3964820871752157,1,0,1
1,-1.1969716793457372,-1.6826182215455956,1,0,1
1,-0.45127295991695715,2.049524721816856,1,0,1
0,0.7312286237871402,0.06876369707490437,1,0,1
0,-0.5544414243373699,-1.2877033625035044,1,1,1
1,-1.2516243208556335,-1.6775334512013205,1,1,1
1,-0.9951029936309244,0.12635009766195582,1,1,1
1,-0.7588024629185536,-0.14551011769466715,1,0,1
0,0.7083723691563715,-0.6070069551806667,1,1,1
0,-1.6511188162882766,-3.7973723328980027,1,1,1
0,0.052385761450312464,-1.814568769287069,1,1,1
0,-1.637109429146321,-0.5406759863235833,1,1,1
1,0.3721630790140396,2.057101883462942,1,1,1
0,0.0983869254041765,-0.17336108366196235,1,0,1
0,0.3805367743548581,-4.436972048871607,1,0,1
1,0.25990931509491144,0.3279303129106492,1,0,1
0,-1.1216835200493593,-2.806808957844175,1,1,1
1,0.5813772086792701,2.881252551779024,1,1,1
1,1.2023914387616648,3.5795901024155947,0,-9999,1
1,0.18387114730706577,-0.8048832765729124,1,0,1
1,0.09995774224493684,1.8712939866906635,1,0,1
1,1.5248304509212716,2.7636850504398236,0,-9999,1
0,-0.0747970412011887,-1.8154132683872761,1,0,1
0,-0.20845311741535819,-1.9294572011904678,1,0,1
0,0.8208179693073144,-0.4189366370483226,1,0,1
1,-1.6975927963932238,0.6324001591882575,1,0,1
0,0.26094307344212153,-1.8641883436967945,1,0,1
1,0.6910364177464878,0.9727857522781376,1,0,1
0,0.3199420496778613,-2.5204181722957526,1,1,1
1,1.3896887096308046,4.12456622678624,0,-9999,1
1,0.23249659546925594,1.8387400601562391,0,-9999,1
0,0.025193374205490202,-1.3820833812886855,1,0,1
1,0.6908682377462545,2.9176616370495094,0,-9999,1
1,0.884992899254516,2.6486039393812124,0,-9999,1
1,0.7148899788719945,1.077719365887293,1,1,1
1,-0.6996141948013282,0.4506243422430558,1,0,1
1,1.6732493712353822,1.8846268017144312,0,-9999,1
0,-0.5798010672474164,-0.5998630734346921,1,0,1
1,-0.6814128654452285,-0.541963197201538,0,-9999,1
1,0.5480402787947158,-0.06825783391379892,1,0,1
0,0.7045807251490306,0.43649125035983605,1,1,1
0,-0.29773331615441295,-2.2307928173892386,1,1,1
0,0.10227357944751819,-0.9892580630919312,1,1,1
0,1.7903786371790318,1.0577068471387676,0,-9999,1
1,-0.9153640629739405,0.83749178231433,1,1,1
1,-0.7298967542872025,1.48689120029,0,-9999,1
1,-1.003932703807272,-0.6348239369503708,1,1,1
0,-0.16140482022170188,-0.34535700919138945,1,0,1
1,2.760024527842598,4.501251389201116,1,1,1
1,-0.6726783324541327,-0.6237228217819704,1,0,1
1,-1.1158109133765428,-0.5656330640890259,1,1,1
1,-1.0150021001256744,-0.26467462878952386,1,0,1
0,1.1830468303609891,-0.5567775788435685,1,1,1
0,-0.4400373255700192,-2.7302769351767124,1,1,1
0,0.273428072682243,-1.681441268591359,1,1,1
1,1.4848355262141086,1.3225026728149092,1,1,1
0,0.3013018793296686,-0.5642205564248115,1,1,1
1,-0.03330609891426515,0.8951361673840394,1,0,1
0,1.2743581239729174,0.7407939666444137,1,1,1
1,-0.3546365504884944,1.2697982359707696,1,0,1
1,-0.4991947545261105,-0.6577017998724028,1,1,1
0,1.5881942758749104,0.8443791102884305,1,1,1
0,0.15940218219460256,-1.3508066464890605,1,1,1
0,0.3488124400424579,-0.10176552694649843,1,1,1
1,1.027356015404676,2.7321884185077847,0,-9999,1
1,-0.19088807858805254,1.329458748102428,1,0,1
0,-0.5825460441409143,-1.8614864201204466,1,1,1
1,0.21296315021944864,3.37650972300612,0,-9999,1
0,0.7089900729278382,1.4505167865277118,0,-9999,1
1,0.3467155420115374,1.1492350873483184,1,0,1
1,1.2930462610338922,3.2354547262219415,1,1,1
0,-0.2905200394792249,-2.761424790973412,1,0,1
1,-0.2724438896167442,-0.6274224377962412,1,0,1
1,-0.508272614881752,-0.5214665896099748,1,0,1
0,-0.3730077289559428,0.08353933525495072,1,0,1
0,-1.3003259492784514,-1.3627611508594564,1,1,1
1,0.9862898123486028,1.7430446565399933,0,-9999,1
0,0.08546606990620671,-0.9286938545494278,1,0,1
0,-0.039090447796155656,-0.33266266955299206,1,1,1
1,-0.6776953249271098,2.2302905150670824,0,-9999,1
1,0.9593513170089405,0.866731730852139,1,1,1
1,-0.6963317872528898,0.2176699462328986,1,0,1
0,0.879002806563247,-0.6206528413528062,0,-9999,1
1,-0.9664924689807346,-0.06784590827369597,1,0,1
0,0.9516089167035785,2.036443425463065,0,-9999,1
0,-1.994718787659166,-2.744509941213983,1,0,1
0,0.6189438805496748,-0.30798066423826465,1,0,1
0,1.5996585233743954,1.7658170641891475,0,-9999,1
1,-0.9628309480436859,0.2574828350228514,1,0,1
1,-1.4335883272508412,-0.7386841543394651,1,0,1
0,-0.867765528762445,-1.2868747734739847,1,0,1
1,-1.6567977646182515,-0.6359011594755297,1,0,1
1,-0.6266939475717053,-0.7276650718965112,1,1,1
0,0.22453142650760421,-0.0006635933138551819,1,1,1
0,1.564443590241613,1.5514683484125826,1,0,1
1,0.35683390071334126,2.188169286339694,1,0,1
0,0.12899291389257947,-2.6303311402864025,1,1,1
1,-1.0617742525511868,-1.2316502440859076,1,0,1
0,0.03544519584158326,-1.2035081199018902,1,1,1
1,-1.1784388023047379,-1.02242929454428,1,1,1
1,0.5287023424038,2.9834419173266293,0,-9999,1
1,-1.8663551513598102,-0.15035255703894745,1,0,1
0,1.515634453617164,0.6034837192482998,1,1,1
0,-1.3869059792987128,-1.204100810977319,1,1,1
0,1.7274493559415982,0.6279983294688667,1,1,1
0,0.07743302526536171,-1.487109609231967,1,1,1
0,-0.9508451605473083,-2.858126309098431,1,1,1
1,-0.7904160963494176,-1.0522827252196671,1,0,1
1,-0.4637156447315335,-0.3860188895776253,1,0,1
0,1.4091261227481586,-1.1115726326751159,1,1,1
1,1.021670384607446,2.337589354460132,0,-9999,1
0,-0.5689487347557259,-1.483404959248332,1,1,1
0,0.22878211484062663,-1.0498067900055756,1,1,1
0,-0.6738161296289161,-0.8271542026059959,1,1,1
1,-0.8153155650390236,0.34283994066944146,1,1,1
0,0.6096669512614117,0.19200273289137937,1,1,1
0,-0.3665912757640345,-2.1549819189076733,1,1,1
1,0.8471504493541073,3.3348272992144716,0,-9999,1
0,-1.5607814544756864,-1.834584690300499,1,1,1
0,1.2722810223173846,1.3651500353051627,1,1,1
0,-0.761635147409898,-1.2740157068353923,1,0,1
1,-0.2590182477604944,1.1966939509568348,1,0,1
1,-0.695723021020239,-0.03195867816964926,1,1,1
1,0.6774693548680883,3.0211956091747996,1,1,1
1,0.1776015968868246,1.5685635187668479,0,-9999,1
0,0.7378302766041123,0.5114036302794652,1,1,1
1,-1.11957013643383,-1.5601397079727413,1,0,1
0,1.0157129636598605,3.2657122602351834,0,-9999,1
1,-0.30134021554601303,2.7290397930373853,0,-9999,1
0,-0.49406113405952007,-0.19430049514843623,1,1,1
1,-1.807742154049412,-0.6400589546402463,1,0,1
1,-1.0589460248467204,1.1001783900578965,1,1,1
0,-0.8478550233138453,-2.873030772534957,1,0,1
0,-0.5655730299545225,-2.1151275458564607,1,1,1
0,-0.6739760264010073,-2.180534877711366,1,1,1
0,1.2401422464179832,-1.0589412249464323,1,1,1
0,-1.1645626864955148,-3.207210636421924,1,1,1
0,-1.9028106274354186,-1.7279965616643815,1,0,1
1,-2.122863205661795,-0.8281623584439421,1,0,1
0,1.2269637460604723,1.2173795459992933,1,1,1
0,-0.008309102569323558,-0.22786053425896963,1,1,1
1,0.3272272594631566,0.07103815032593808,0,-9999,1
1,-0.9809456119950279,-0.3697013680383383,1,0,1
1,-0.1868199692418725,1.8833048991102834,0,-9999,1
1,-0.4765221948722425,0.4232002138512152,1,1,1
0,-0.8304245171544002,-0.8175590821091978,1,1,1
0,-0.7932651623990363,-0.8167171426093556,1,0,1
1,1.050823802382496,2.1481262049414713,1,0,1
0,0.35910503575348296,-1.0612707890407438,1,0,1
1,0.3746045552498915,2.1802208904316362,0,-9999,1
0,0.7734734395496592,-2.118913902649153,1,0,1
0,1.6284576317862565,1.27673905851202,1,1,1
0,-1.5914661034053246,-3.384365947085394,1,0,1
0,0.9810886498533464,-0.8175054371178565,1,1,1
1,-0.8680419139541977,0.3095768356982048,1,0,1
1,-1.9161420005998535,-0.43748295421894645,1,0,1
1,-0.580750150174488,-0.28068829638157267,1,0,1
1,0.21480456436756656,3.2849540283168177,0,-9999,1
1,-0.1137702833523938,1.7776573375067106,1,0,1
1,-1.7207808815031802,-1.5230124379533652,1,0,1
0,0.7209694988475682,-0.17102118629179552,1,1,1
1,1.246766124710263,2.048029235123166,0,-9999,1
0,0.9414831271098854,0.810787864887642,1,1,1
1,-2.0684136829133,-1.5543641790562253,1,0,1
0,0.26398648663226554,-1.408049571526421,1,1,1
1,-0.2468783072545623,0.02538397201974041,1,0,1
1,0.284850914722445,2.554035243943951,1,1,1
0,-1.28528827448596,-1.5403632323306211,1,0,1
1,-0.11121495263021515,1.5627313517718688,0,-9999,1
0,0.634298373482627,-2.247491504471511,1,0,1
1,-1.576284834899952,-2.2608794018746208,1,0,1
1,1.754605510958293,2.783630357915646,0,-9999,1
1,-0.14747054758119027,0.3818975237327831,1,0,1
0,1.0210476483395226,-0.11676813293924426,1,1,1
1,1.1261721841864953,1.8079892963995052,1,1,1
1,0.8434196971969303,2.2136577640866077,0,-9999,1
0,-0.23313337480524557,-2.2279080291408158,1,1,1
1,0.4247756100093852,0.9283919903871054,1,0,1
0,-0.5253423349752254,-0.760068743191825,1,0,1
0,0.49018561559556245,0.5749143139958717,0,-9999,1
1,-0.4904641913597407,-0.7984528483379654,1,1,1
1,-1.489892425857238,-0.5499892713414694,1,0,1
1,2.3099999523174426,2.8089639196328875,0,-9999,1
0,0.030484425371654984,-2.5816032305463033,1,1,1
0,-1.2498871211528748,-1.822307017819798,1,1,1
0,0.8558056536614,-0.4339697065590753,1,1,1
0,-0.5822344438759945,-2.112556658436734,1,1,1
0,-0.12967857810198796,1.153730753050626,1,0,1
0,-0.012954273060494305,-2.076752145527401,1,1,1
0,-1.500751034666646,-2.67826740754827,1,0,1
0,0.562401479176982,1.1216227369073282,0,-9999,1
1,-1.5345240099361148,-1.1195330291866215,1,0,1
0,-1.8745436925680903,-3.486049530847443,1,0,1
0,-0.5776156442776528,-1.762412184566956,1,1,1
1,-0.2671660362312484,0.7157009202886306,1,0,1
0,-0.09863956014237985,0.8480320540690339,0,-9999,1
0,-0.7253923818647308,-1.2171303200472683,1,1,1
0,0.7486047027163142,1.0028281396001284,1,1,1
1,1.4763605190642113,3.646057702300541,0,-9999,1
1,-0.4966383825073912,-0.07703184267358121,1,0,1
0,-0.540262738925797,-1.868838662107106,1,1,1
0,0.9121631484255589,0.5810529749389174,1,1,1
1,1.4117110982134369,2.826253281431331,1,1,1
0,-0.31218145300358147,-2.7491775034018837,1,0,1
0,1.0408802412241256,-0.0753178296426198,1,0,1
0,-0.15314887530027282,0.41537641012914656,1,0,1
0,2.6032911072746803,1.5441909109277747,1,1,1
1,0.040326748396114005,0.26345865807894686,1,0,1
0,0.6244072615484411,-1.5984641378949995,1,1,1
1,-0.27145156769204387,0.06917273380350708,0,-9999,1
0,-1.3473498956507768,-0.39089156306274897,1,1,1
0,1.00627322392114,-0.2805966033385121,1,0,1
0,-0.39616591607412327,-2.1341136999958463,1,1,1
0,0.8304140229463052,0.5539630032065519,0,-9999,1
0,-0.563321400175751,-0.7297975211169759,1,1,1
0,0.1696998283648298,-0.36013811479151536,1,1,1
1,0.5872452129998742,2.3151892469863897,1,0,1
0,1.9571536135910375,-0.920458487023752,1,1,1
1,0.3292627214195096,1.59872127182631,1,0,1
0,0.3876761670063295,-1.068319085439318,1,1,1
1,0.6255658624840962,2.755746894517813,0,-9999,1
1,0.21316513621330838,0.6227347265198548,1,1,1
1,0.1742916776380953,0.6543154776010702,1,0,1
0,-0.556214013668022,-3.0750223280514217,1,0,1
0,2.018900219082624,1.9927304475498788,1,1,1
1,0.6488645471427167,1.1770138370101042,1,0,1
1,0.5109887619151952,1.2589187202826682,0,-9999,1
1,0.22959734105876564,0.8169277824366237,1,0,1
0,-1.0044632611749835,-0.7452001685031369,1,1,1
1,-0.3140833795988445,0.3086593954938879,1,0,1
0,-0.5958322198788688,-3.283322978063687,1,1,1
1,0.8850972129372808,3.19965828978136,0,-9999,1
0,-0.7468039484653359,-2.2187735173957783,1,1,1
1,0.04980946938346443,1.484455984159812,0,-9999,1
0,0.25074574450771403,-0.8037389913776395,1,1,1
1,0.5312491698423089,1.99104251922738,0,-9999,1
0,1.1663246768389586,0.31067071980715943,1,1,1
1,-0.5288774682161121,1.2199050188929599,0,-9999,1
1,-1.2439421219437472,0.3801962156777934,1,0,1
1,-0.2517620532355634,0.3994885846424019,1,0,1
1,0.1797246503892742,-0.4147982058510449,1,0,1
0,-1.5749997588112903,-3.15906755839064,1,1,1
0,-1.2854473675711957,-2.208340843531405,1,0,1
1,2.2016211775479944,2.963619053802869,0,-9999,1
1,0.2604371787386439,1.9274283476076692,1,1,1
0,-1.081029790845613,-0.9405637613565652,1,0,1
1,-0.8497584601403098,0.6772572244900361,0,-9999,1
1,-0.6410462831113095,1.662961760782083,0,-9999,1
1,0.9631892398830454,0.6233313472857493,1,0,1
0,1.413153940419703,0.7093332198050986,1,1,1
1,0.740231374462874,2.639755477605205,1,0,1
1,0.9318595247532522,3.1032689879474953,0,-9999,1
1,-1.2288811829889692,0.2693788240902417,0,-9999,1
1,0.6281857472513209,1.3257554534534794,1,0,1
1,-0.024379795010859164,1.1618848853839434,1,0,1
0,-2.1086640465879016,-3.0145735707904233,1,0,1
0,-1.666438191445118,-2.5727243722991706,1,1,1
0,0.00763633628175269,-1.3217538403703382,1,1,1
0,1.114798934120072,-2.519544991595831,1,1,1
1,-0.4996124071534019,1.3713238974457247,0,-9999,1
1,-0.17780789720964943,2.534682341911695,0,-9999,1
1,-1.3995621342567361,-0.012682974574051986,1,1,1
1,2.1830672919252665,1.4339791591548683,1,1,1
0,0.32785646779599104,-1.9153442879215197,1,1,1
1,-0.1647200857813683,0.31447192906734234,1,1,1
1,0.39992878543466953,1.5619394608066455,0,-9999,1
1,-0.5924365611154322,0.17557520875034616,1,0,1
1,1.3888270309380135,1.4794668037635859,1,1,1
0,-0.4568792162458391,0.12002860355270689,1,1,1
1,-0.659471370507808,0.8814181533122443,1,0,1
1,0.5624509726840973,2.1511196804179207,0,-9999,1
0,-0.5353878707439446,-0.8153532133202361,1,1,1
1,0.28378144827771673,1.3223171433411323,0,-9999,1
0,0.4769919444959891,-1.2160489401290382,1,1,1
0,0.9557268889762296,0.3274345599898423,1,1,1
1,0.5909840518841776,4.849999864021695,0,-9999,1
1,-1.5071172406176974,-0.8722873513426981,1,0,1
1,-2.8784706202658734,-1.7442033983238705,1,0,1
1,0.9111724489267717,1.9491744935249637,1,0,1
1,1.2523097826794671,3.086960903581374,0,-9999,1
0,-0.265995250793197,-1.2249045465450743,1,1,1
0,-0.9075968482628624,-0.30499657501826827,1,1,1
1,0.5089587513977131,0.8870096463985919,0,-9999,1
0,-1.163198983191948,0.2971015539485362,1,0,1
0,2.270505493941968,2.0964224943152527,0,-9999,1
1,0.15135345828228455,0.6905107011019267,0,-9999,1
0,1.5912310258078888,0.3510858799202632,1,0,1
0,1.5919988306697794,0.09599589657879015,1,0,1
0,-0.3469380905797857,0.09657174816933861,1,0,1
1,-1.3910008925763813,-0.26884546205520976,1,0,1
0,-0.7670387930452575,-1.0423579808794114,1,1,1
1,-2.137197456031505,-1.271992398426608,1,0,1
0,1.026795702368267,0.20157746817277022,1,1,1
0,-0.5110729765389719,-1.1962575022202153,1,1,1
1,0.9275282696892706,4.177281382388275,0,-9999,1
0,0.5554135375733118,1.0215098444735042,1,0,1
0,-0.967593754614388,0.28042172823234623,1,1,1
1,-0.9609075872678577,1.5035069443439226,0,-9999,1
1,-0.7024228779116647,1.3319240224934976,0,-9999,1
0,-1.2234606988942653,-1.6519597572234943,1,0,1
1,0.10915596773704722,0.44936544368638254,1,0,1
1,0.2428398004602181,1.6241920606334763,1,0,1
0,-1.3868685104968508,-1.8741237989362443,1,0,1
0,0.5734617516940341,-3.7787586604640255,1,1,1
0,0.5891405169916003,-1.5749832947328102,1,0,1
0,0.34611814905152904,-0.38750159638903037,1,1,1
1,-0.5895051374343125,-1.2806689435636798,1,0,1
0,0.46431781770329644,-0.5547237646285472,1,1,1
0,0.6394461599960999,0.12182956615187046,1,1,1
0,0.6123880792661281,-0.5403095607322616,1,1,1
0,0.19411260751910533,-0.7629215600544476,1,1,1
0,0.10322043292862053,-3.30846897579315,1,0,1
1,-0.8206863227293826,0.6532094556206562,1,0,1
1,0.06264428322564616,1.7429662576007714,0,-9999,1
1,1.315636494098371,2.3571800315663984,1,1,1
0,-1.1264253797175678,-1.8049875647875038,1,1,1
0,1.6572752139585285,1.526610433716819,0,-9999,1
0,-1.8619843508392626,-0.6094168300861638,1,1,1
1,0.8512015554727113,0.8534439466519745,1,1,1
0,-1.2424310571782493,-2.9954593853484166,1,0,1
1,-0.5275146346252106,-0.2102292296518904,1,0,1
0,-1.6763156067986864,-1.5465167517722942,1,0,1
0,0.6447704910645105,0.2903490882363988,1,0,1
1,0.2850738923249911,0.34234800202282667,1,1,1
0,0.3900769690468345,0.613105700592423,1,1,1
1,0.4646113403297462,1.9427788989224934,1,1,1
0,0.17308965336599577,0.05059220256183303,1,1,1
1,-0.636887328894322,-1.7059710818372047,1,0,1
1,-0.6694206726634235,0.12238766665888168,1,1,1
1,-0.9814250192615868,0.25139583212751115,1,0,1
0,-0.1233320477028038,-1.0128924947716718,1,1,1
0,-0.5277959084493079,-2.16390762338486,1,0,1
0,1.2155139751644315,0.5996928465591833,1,1,1
0,-1.256500434315238,-2.7576899987409655,1,0,1
0,-0.5586946715181317,-1.9671632050151304,1,1,1
0,-1.497242385838622,-3.0712090318479617,1,0,1
0,0.04795239220443796,-1.6037943474436587,1,1,1
1,-0.13013365507702096,1.5830486992250006,1,0,1
0,1.5590915405572947,0.8429720012579622,1,0,1
1,-1.2589062103136168,-1.345209593957141,1,0,1
1,1.5961139741261683,3.7965199063568953,0,-9999,1
1,0.18886078215897437,0.1742036444356927,1,0,1
1,-0.2374223087677822,0.22307135799983713,1,1,1
0,0.7552225166837212,-0.5067545678320597,0,-9999,1
0,0.17209057610255274,-0.9552581612055987,1,1,1
0,1.4904806563355681,0.9293968331150579,1,0,1
0,-0.486663686256021,-1.8222037102720179,1,1,1
1,-0.40278424510142746,0.29420001140761376,1,0,1
1,0.47357803758088823,-0.5388767866708135,1,1,1
0,-0.470288053191706,-1.4244447599129886,1,1,1
0,0.5251093807306172,0.23778642488626922,1,1,1
1,1.4674424510523925,0.979243464608679,1,1,1
1,0.024608184936219718,0.37519835790453215,1,1,1
1,-0.10580200398506809,-0.8689826043170186,0,-9999,1
0,-1.313484500688505,-2.101045118189268,1,0,1
0,0.09472210993271124,-1.026191004096257,1,1,1
0,-1.5480804173374758,-1.2171422705642596,1,1,1
0,1.5073000513290853,1.5181344689962826,0,-9999,1
0,0.5867874492835329,1.538982012660599,1,1,1
0,1.4358262515316773,1.1399041318344563,1,1,1
1,0.31198838950872054,1.2243442926055312,1,1,1
1,-0.9347023307056382,-1.5197466592986015,1,1,1
1,0.020953664227549285,0.9247632924568412,1,0,1
1,-1.1477590161876727,0.7543848132493927,0,-9999,1
0,0.15345296867644226,-1.2516608483570442,1,0,1
0,-1.648684840755274,-2.138915993436977,1,1,1
1,1.4697208627517295,3.1433905601846472,0,-9999,1
0,1.1926828117565147,0.8011420625823591,0,-9999,1
0,-0.877543703576183,-1.656147131751948,1,1,1
1,-0.1213941629838032,2.7931779011812585,1,0,1
